rollout,policy,followup_cost_units,n_efficacy_followups,n_safety_followups,n_advanced,downstream_cost_units,posterior_expected_portfolio_value,realised_portfolio_value,oracle_portfolio_value,oracle_regret,advanced_technical_success_rate,oracle_n_advanced
133,uncertainty,24,2,8,6,124,291.0174825682752,142.32396925786117,362.025129050021,219.70115979215984,0.5,6
133,portfolio_voi,24,3,6,6,116,326.65716743029736,216.92234354971345,362.025129050021,145.10278550030756,0.6666666666666666,6
134,no_followup,0,0,0,6,130,271.81141913496674,360.6266453536964,400.630339631031,40.0036942773346,0.8333333333333334,6
134,uniform,24,4,4,6,130,286.30836320159443,360.6266453536964,400.630339631031,40.0036942773346,0.8333333333333334,6
134,uncertainty,24,0,12,6,130,308.9860691321748,360.6266453536964,400.630339631031,40.0036942773346,0.8333333333333334,6
134,portfolio_voi,24,2,8,6,120,311.80473312073156,359.1439259623843,400.630339631031,41.48641366864672,0.8333333333333334,6
135,no_followup,0,0,0,6,119,230.79704599144986,336.90476952792926,433.58859593945135,96.68382641152209,0.8333333333333334,6
135,uniform,24,4,4,6,128,284.23008807923594,397.5640444241101,433.58859593945135,36.02455151534127,1.0,6
135,uncertainty,24,0,12,6,115,346.3467283465105,422.5030984142753,433.58859593945135,11.085497525176038,1.0,6
135,portfolio_voi,24,2,8,6,127,337.7367486785989,421.9088337101065,433.58859593945135,11.679762229344874,1.0,6
136,no_followup,0,0,0,5,121,194.2571666029863,236.47472613347145,377.2326443526571,140.75791821918563,0.8,5
136,uniform,24,4,4,5,119,231.28528569594397,253.1499531899584,377.2326443526571,124.08269116269867,0.8,5
136,uncertainty,24,1,10,5,128,233.24148401256278,240.07660942776556,377.2326443526571,137.15603492489151,0.8,5
136,portfolio_voi,24,4,4,5,128,279.12438011722463,336.7993086934505,377.2326443526571,40.43333565920659,1.0,5
137,no_followup,0,0,0,5,114,130.71926815878192,188.33647968019693,471.7738506694086,283.4373709892117,0.6,6
137,uniform,24,4,4,5,114,141.00579926933986,188.33647968019693,471.7738506694086,283.4373709892117,0.6,6
137,uncertainty,24,0,12,6,127,228.72300525219862,286.52059099934536,471.7738506694086,185.25325967006324,0.8333333333333334,6
137,portfolio_voi,24,1,10,6,120,260.03469163087647,346.8371641487332,471.7738506694086,124.93668652067538,0.8333333333333334,6
138,no_followup,0,0,0,5,127,113.19739883635991,150.26165971560337,375.6081807634702,225.34652104786684,0.6,6
138,uniform,24,4,4,5,125,120.5264873847316,242.95528031927088,375.6081807634702,132.65290044419933,0.8,6
138,uncertainty,24,0,12,5,130,142.63712884750154,234.89198530410198,375.6081807634702,140.71619545936824,0.8,6
138,portfolio_voi,24,1,10,6,130,183.47054570046652,177.92224238352622,375.6081807634702,197.685938379944,0.5,6
139,no_followup,0,0,0,6,129,202.8524399971792,240.6011820900725,407.07298053490985,166.47179844483733,0.6666666666666666,6
139,uniform,24,4,4,6,129,226.000659368899,240.6011820900725,407.07298053490985,166.47179844483733,0.6666666666666666,6
139,uncertainty,24,0,12,6,130,189.97659185102185,287.8135895243074,407.07298053490985,119.25939101060243,0.8333333333333334,6
139,portfolio_voi,24,0,12,6,124,229.283329191463,339.1197753610701,407.07298053490985,67.95320517383976,1.0,6
140,no_followup,0,0,0,6,129,169.81581522466433,235.5714124150304,415.8030425230505,180.2316301080201,0.6666666666666666,6
140,uniform,24,4,4,6,129,191.82749147857294,235.5714124150304,415.8030425230505,180.2316301080201,0.6666666666666666,6
140,uncertainty,24,0,12,6,127,267.5395475061316,287.28135061201004,415.8030425230505,128.52169191104048,0.8333333333333334,6
140,portfolio_voi,24,2,8,6,125,252.31222351512926,378.1933224037657,415.8030425230505,37.609720119284816,1.0,6
141,no_followup,0,0,0,6,130,229.13835995467878,221.1127796106252,381.85229476286304,160.73951515223783,0.6666666666666666,6
141,uniform,24,4,4,6,130,266.85439462254936,322.0847184509548,381.85229476286304,59.767576311908215,0.8333333333333334,6
141,uncertainty,24,2,8,6,128,298.4295136723299,316.99006642182474,381.85229476286304,64.8622283410383,0.8333333333333334,6
141,portfolio_voi,24,3,6,6,127,295.7701598973434,317.99006642182474,381.85229476286304,63.8622283410383,0.8333333333333334,6
142,no_followup,0,0,0,5,118,188.87471492947913,259.3659669137094,353.3918656935503,94.02589877984087,1.0,5
142,uniform,24,4,4,5,118,200.71748039429303,259.3659669137094,353.3918656935503,94.02589877984087,1.0,5
142,uncertainty,24,0,12,5,119,224.9723465323375,311.29734548592927,353.3918656935503,42.09452020762103,1.0,5
142,portfolio_voi,24,2,8,5,121,242.5519921769203,306.1108683360206,353.3918656935503,47.280997357529714,1.0,5
143,no_followup,0,0,0,6,114,266.3352772194684,219.3388354823746,454.54481893666764,235.20598345429303,0.6666666666666666,6
143,uniform,24,4,4,6,118,270.07067863485554,252.14975764590451,454.54481893666764,202.39506129076312,0.6666666666666666,6
143,uncertainty,24,0,12,6,125,290.2227404254821,311.61335037453284,454.54481893666764,142.9314685621348,0.8333333333333334,6
143,portfolio_voi,24,4,4,6,114,338.0841967850677,219.3388354823746,454.54481893666764,235.20598345429303,0.6666666666666666,6
144,no_followup,0,0,0,6,128,241.49067734225312,307.94967497412443,456.3914985397615,148.4418235656371,0.8333333333333334,6
144,uniform,24,4,4,6,128,242.78179188216154,403.41605381477325,456.3914985397615,52.97544472498828,1.0,6
144,uncertainty,24,1,10,6,128,303.90229887707335,345.0407478854566,456.3914985397615,111.35075065430493,0.8333333333333334,6
144,portfolio_voi,24,4,4,6,128,317.74398204556553,437.33638751924883,456.3914985397615,19.055111020512697,1.0,6
145,no_followup,0,0,0,6,128,181.2527873351725,254.01303142043588,455.15877795794853,201.14574653751265,0.6666666666666666,6
145,uniform,24,4,4,6,124,217.5891590968476,358.34790640937285,455.15877795794853,96.81087154857568,0.8333333333333334,6
145,uncertainty,24,0,12,6,122,254.02458660850834,260.0130314204359,455.15877795794853,195.14574653751265,0.6666666666666666,6
145,portfolio_voi,24,2,8,6,127,230.50157197809006,229.8750134127548,455.15877795794853,225.28376454519372,0.6666666666666666,6
146,no_followup,0,0,0,6,124,190.07386812378815,241.54811206072606,451.3518311588811,209.80371909815506,0.6666666666666666,6
146,uniform,24,4,4,6,125,189.61323599538412,344.21238918888923,451.3518311588811,107.13944196999188,0.8333333333333334,6
146,uncertainty,24,3,6,6,130,198.16247836968478,317.4974551823478,451.3518311588811,133.85437597653333,0.8333333333333334,6
146,portfolio_voi,24,2,8,6,128,233.94255966316473,142.33953429021847,451.3518311588811,309.01229686866265,0.5,6
147,no_followup,0,0,0,6,119,283.6598700607462,297.22732917000275,423.33999926575655,126.1126700957538,0.8333333333333334,6
147,uniform,24,4,4,6,119,305.46725249969234,297.22732917000275,423.33999926575655,126.1126700957538,0.8333333333333334,6
147,uncertainty,24,0,12,6,116,308.55357148009557,302.25275041756163,423.33999926575655,121.08724884819492,0.8333333333333334,6
147,portfolio_voi,24,3,6,6,116,335.40666896946425,302.25275041756163,423.33999926575655,121.08724884819492,0.8333333333333334,6
148,no_followup,0,0,0,5,128,155.5177462822051,242.6605541326046,364.3053673079044,121.64481317529982,0.8,6
148,uniform,24,4,4,5,128,169.21929949257748,242.6605541326046,364.3053673079044,121.64481317529982,0.8,6
148,uncertainty,24,1,10,6,130,187.12141417160075,267.4518060157272,364.3053673079044,96.85356129217723,0.8333333333333334,6
148,portfolio_voi,24,2,8,5,117,169.64861076641077,201.67139332239185,364.3053673079044,162.63397398551257,0.8,6
149,no_followup,0,0,0,4,123,127.58536151554469,200.35813055739158,433.0838276880952,232.72569713070362,1.0,6
149,uniform,24,4,4,4,123,165.87396235893044,196.4863416907432,433.0838276880952,236.597485997352,1.0,6
149,uncertainty,24,0,12,5,128,178.3545625703718,302.12015349627586,433.0838276880952,130.96367419181934,1.0,6
149,portfolio_voi,24,2,8,5,128,282.33468216673106,244.17857741670855,433.0838276880952,188.90525027138665,0.8,6
150,no_followup,0,0,0,5,127,174.9593365940792,246.0814692533644,331.94201163285436,85.86054237948997,0.8,5
150,uniform,24,4,4,5,127,174.9593365940792,246.0814692533644,331.94201163285436,85.86054237948997,0.8,5
150,uncertainty,24,2,8,5,127,192.24927394355782,246.0814692533644,331.94201163285436,85.86054237948997,0.8,5
150,portfolio_voi,24,3,6,5,129,252.8016982083306,241.78437194661228,331.94201163285436,90.15763968624208,0.8,5
151,no_followup,0,0,0,6,129,208.82256440753127,324.63135543222313,404.26727875632986,79.63592332410673,0.8333333333333334,6
151,uniform,24,4,4,6,129,229.34772557530061,324.63135543222313,404.26727875632986,79.63592332410673,0.8333333333333334,6
151,uncertainty,24,1,10,5,125,239.89446510016978,317.26374108423266,404.26727875632986,87.0035376720972,1.0,6
151,portfolio_voi,24,3,6,6,129,325.78375082652104,324.63135543222313,404.26727875632986,79.63592332410673,0.8333333333333334,6
152,no_followup,0,0,0,5,119,120.45668716863092,157.88668567487068,341.0905377085985,183.20385203372783,0.6,5
152,uniform,24,4,4,5,127,128.45109923992663,132.7789782320438,341.0905377085985,208.3115594765547,0.6,5
152,uncertainty,24,1,10,5,123,163.47328826073988,153.88668567487068,341.0905377085985,187.20385203372783,0.6,5
152,portfolio_voi,24,1,10,5,115,180.3663387630457,146.1711483498708,341.0905377085985,194.9193893587277,0.6,5
153,no_followup,0,0,0,6,130,254.91116631580402,396.94040626608785,461.70200583540003,64.76159956931218,1.0,6
153,uniform,24,4,4,6,130,279.3996874637349,396.94040626608785,461.70200583540003,64.76159956931218,1.0,6
153,uncertainty,24,0,12,6,126,292.65754929318507,391.5028585250635,461.70200583540003,70.19914731033651,1.0,6
153,portfolio_voi,24,1,10,6,130,339.1871153064641,396.94040626608785,461.70200583540003,64.76159956931218,1.0,6
154,no_followup,0,0,0,6,116,154.06768070910186,231.30934318950716,350.3570986379233,119.04775544841613,0.6666666666666666,5
154,uniform,24,4,4,6,116,159.76420186480604,231.30934318950716,350.3570986379233,119.04775544841613,0.6666666666666666,5
154,uncertainty,24,0,12,6,128,211.1687500645406,270.77567547771577,350.3570986379233,79.58142316020752,0.8333333333333334,5
154,portfolio_voi,24,2,8,5,115,252.60294540891425,330.34374006209794,350.3570986379233,20.01335857582535,1.0,5
155,no_followup,0,0,0,6,128,106.16956866568957,281.73928565143467,413.3306862527982,131.59140060136355,0.8333333333333334,6
155,uniform,24,4,4,5,125,93.7084621235514,275.0703114125933,413.3306862527982,138.26037484020492,1.0,6
155,uncertainty,24,0,12,5,118,212.28835938543804,226.70425083718823,413.3306862527982,186.62643541561,0.8,6
155,portfolio_voi,24,1,10,6,124,215.00699295218328,300.5548852123777,413.3306862527982,112.7758010404205,0.8333333333333334,6
156,no_followup,0,0,0,6,129,175.93582103738697,404.22835661861427,419.7757595231468,15.547402904532532,1.0,6
156,uniform,24,4,4,6,129,179.97021401741495,404.22835661861427,419.7757595231468,15.547402904532532,1.0,6
156,uncertainty,24,1,10,6,130,245.82654829596703,414.84450690916424,419.7757595231468,4.931252613982565,1.0,6
156,portfolio_voi,24,2,8,6,130,253.18328025404082,399.2971040046317,419.7757595231468,20.478655518515097,1.0,6
157,no_followup,0,0,0,6,128,234.25008307666087,188.03529119636437,366.1116203087986,178.07632911243422,0.6666666666666666,6
157,uniform,24,4,4,6,121,251.80320883383496,110.61637750635042,366.1116203087986,255.49524280244816,0.5,6
157,uncertainty,24,0,12,6,124,314.3873511454725,215.8076480177804,366.1116203087986,150.3039722910182,0.6666666666666666,6
157,portfolio_voi,24,2,8,6,120,304.0690956085547,287.3484610595839,366.1116203087986,78.76315924921471,0.8333333333333334,6
158,no_followup,0,0,0,5,129,234.34154201885175,306.65337515711246,411.25991532422927,104.6065401671168,1.0,6
158,uniform,24,4,4,5,129,237.93986054156593,306.65337515711246,411.25991532422927,104.6065401671168,1.0,6
158,uncertainty,24,0,12,5,124,293.7530946507813,335.244161245144,411.25991532422927,76.01575407908524,1.0,6
158,portfolio_voi,24,2,8,6,122,314.1122192793307,296.73784526740735,411.25991532422927,114.52207005682192,0.8333333333333334,6
159,no_followup,0,0,0,6,120,224.62935211302562,239.41234684555468,460.8346441728418,221.42229732728714,0.6666666666666666,6
159,uniform,24,4,4,6,113,257.7327470468583,237.05549742087769,460.8346441728418,223.77914675196413,0.6666666666666666,6
159,uncertainty,24,1,10,6,118,298.87509680712907,306.52969227613505,460.8346441728418,154.30495189670677,0.8333333333333334,6
159,portfolio_voi,24,3,6,6,125,351.5016074474846,349.41225611459356,460.8346441728418,111.42238805824826,0.8333333333333334,6
160,no_followup,0,0,0,5,116,233.78821413281116,155.58080142814177,426.73081826978773,271.150016841646,0.6,6
160,uniform,24,4,4,5,116,240.51076368769924,155.58080142814177,426.73081826978773,271.150016841646,0.6,6
160,uncertainty,24,0,12,6,129,270.9308252666301,298.9781549598872,426.73081826978773,127.75266330990053,0.8333333333333334,6
160,portfolio_voi,24,2,8,6,120,365.84720828625757,321.8324574956375,426.73081826978773,104.8983607741502,0.8333333333333334,6
161,no_followup,0,0,0,6,127,272.4293414866822,379.6035173641199,477.88836359358027,98.28484622946036,0.8333333333333334,6
161,uniform,24,4,4,6,127,339.69354975840184,379.6035173641199,477.88836359358027,98.28484622946036,0.8333333333333334,6
161,uncertainty,24,1,10,6,126,325.34071237255245,380.6035173641199,477.88836359358027,97.28484622946036,0.8333333333333334,6
161,portfolio_voi,24,2,8,6,126,395.85592595911993,380.6035173641199,477.88836359358027,97.28484622946036,0.8333333333333334,6
162,no_followup,0,0,0,5,120,184.18957174335395,277.3717101763923,368.5261583556002,91.15444817920792,0.8,5
162,uniform,24,4,4,5,120,187.80715958257343,277.3717101763923,368.5261583556002,91.15444817920792,0.8,5
162,uncertainty,24,0,12,5,129,310.8271401595932,345.88762128986036,368.5261583556002,22.638537065739854,1.0,5
162,portfolio_voi,24,3,6,5,117,304.8270102289157,353.50659802889345,368.5261583556002,15.019560326706767,1.0,5
163,no_followup,0,0,0,6,127,160.50218597384088,225.04369443292381,400.9186584368494,175.87496400392558,0.8333333333333334,6
163,uniform,24,4,4,5,126,157.4637655994139,175.67872558494827,400.9186584368494,225.23993285190113,0.8,6
163,uncertainty,24,1,10,5,116,252.2514644270933,216.73825083935517,400.9186584368494,184.18040759749422,0.8,6
163,portfolio_voi,24,3,6,6,125,292.04119650301266,305.95496273262245,400.9186584368494,94.96369570422695,0.8333333333333334,6
164,no_followup,0,0,0,6,128,146.7823345890855,248.73544990574382,375.692414210898,126.95696430515417,0.8333333333333334,6
164,uniform,24,4,4,6,124,201.053498827309,284.7009979803137,375.692414210898,90.99141623058432,0.8333333333333334,6
164,uncertainty,24,0,12,5,128,176.30805633657866,212.79717418169514,375.692414210898,162.89524002920285,0.8,6
164,portfolio_voi,24,2,8,6,130,221.4414076473239,241.15184202936635,375.692414210898,134.54057218153164,0.8333333333333334,6
165,no_followup,0,0,0,6,128,228.5140349829253,222.58171565907946,420.61136627166303,198.02965061258357,0.6666666666666666,6
165,uniform,24,4,4,6,124,217.50463372033158,152.67411905057486,420.61136627166303,267.93724722108817,0.5,6
165,uncertainty,24,0,12,5,120,274.9888443056179,203.331701066865,420.61136627166303,217.27966520479802,0.6,6
165,portfolio_voi,24,1,10,6,117,341.4287977460378,261.11938744442307,420.61136627166303,159.49197882723996,0.6666666666666666,6
166,no_followup,0,0,0,5,128,150.74725995217017,214.81700887776825,399.0139034056141,184.19689452784584,0.8,6
166,uniform,24,4,4,5,128,159.68670926285483,214.81700887776825,399.0139034056141,184.19689452784584,0.8,6
166,uncertainty,24,1,10,5,129,206.60957285175476,304.7933169385815,399.0139034056141,94.2205864670326,1.0,6
166,portfolio_voi,24,1,10,5,130,229.1898249607333,304.2107337616237,399.0139034056141,94.80316964399037,1.0,6
167,no_followup,0,0,0,6,130,119.5076194376083,223.23892372248338,367.3424968796698,144.10357315718642,0.8333333333333334,6
167,uniform,24,4,4,6,130,119.5076194376083,223.23892372248338,367.3424968796698,144.10357315718642,0.8333333333333334,6
167,uncertainty,24,1,10,6,126,173.48183380431422,206.77327826894847,367.3424968796698,160.56921861072132,0.8333333333333334,6
167,portfolio_voi,24,3,6,6,113,187.36716117971,149.6436635223106,367.3424968796698,217.6988333573592,0.6666666666666666,6
168,no_followup,0,0,0,6,121,206.46975080294717,203.70921190301218,363.6834201979601,159.97420829494794,0.6666666666666666,6
168,uniform,24,4,4,6,126,267.63583398485724,270.1112849205638,363.6834201979601,93.57213527739634,0.8333333333333334,6
168,uncertainty,24,0,12,6,121,234.40290972880464,284.52251307585016,363.6834201979601,79.16090712210996,0.8333333333333334,6
168,portfolio_voi,24,3,6,6,121,305.1349846143843,284.52251307585016,363.6834201979601,79.16090712210996,0.8333333333333334,6
169,no_followup,0,0,0,6,129,187.82081697245803,266.58499547685085,369.50821117461385,102.923215697763,0.8333333333333334,6
169,uniform,24,4,4,6,129,202.3846417691775,266.58499547685085,369.50821117461385,102.923215697763,0.8333333333333334,6
169,uncertainty,24,0,12,6,129,247.30139527059686,208.20643446533938,369.50821117461385,161.30177670927446,0.6666666666666666,6
169,portfolio_voi,24,1,10,6,125,232.23322433888825,270.58499547685085,369.50821117461385,98.923215697763,0.8333333333333334,6
170,no_followup,0,0,0,6,125,230.20101363916237,350.48247076378175,441.2572560925678,90.77478532878604,1.0,6
170,uniform,24,4,4,6,127,300.14941135770414,390.9246355807004,441.2572560925678,50.33262051186739,1.0,6
170,uncertainty,24,0,12,6,125,341.4627226272702,412.312610330022,441.2572560925678,28.944645762545804,1.0,6
170,portfolio_voi,24,1,10,6,127,396.87371945941663,424.1665658546634,441.2572560925678,17.09069023790437,1.0,6
171,no_followup,0,0,0,6,130,179.10400981105033,292.4549370503094,407.2798628780552,114.8249258277458,0.8333333333333334,6
171,uniform,24,4,4,6,130,179.10400981105033,292.4549370503094,407.2798628780552,114.8249258277458,0.8333333333333334,6
171,uncertainty,24,0,12,6,130,255.76351519134818,289.5136675047903,407.2798628780552,117.7661953732649,0.8333333333333334,6
171,portfolio_voi,24,0,12,5,115,243.41151850547425,321.8022919022042,407.2798628780552,85.477570975851,1.0,6
172,no_followup,0,0,0,6,128,163.8001207690767,240.2259242866643,339.4355682948412,99.20964400817687,0.8333333333333334,6
172,uniform,24,4,4,6,128,165.98932714129592,240.2259242866643,339.4355682948412,99.20964400817687,0.8333333333333334,6
172,uncertainty,24,0,12,6,128,285.634283668738,240.2259242866643,339.4355682948412,99.20964400817687,0.8333333333333334,6
172,portfolio_voi,24,2,8,6,128,285.634283668738,240.2259242866643,339.4355682948412,99.20964400817687,0.8333333333333334,6
173,no_followup,0,0,0,6,125,259.5571636603835,241.740169393016,440.39917060429235,198.65900121127635,0.6666666666666666,6
173,uniform,24,4,4,6,125,295.1592061630909,241.740169393016,440.39917060429235,198.65900121127635,0.6666666666666666,6
173,uncertainty,24,0,12,6,128,297.94581604022505,240.75367530344897,440.39917060429235,199.64549530084338,0.6666666666666666,6
173,portfolio_voi,24,2,8,6,129,333.107702640682,254.71031911078444,440.39917060429235,185.6888514935079,0.6666666666666666,6
174,no_followup,0,0,0,5,125,148.6860121186508,287.84044876651564,303.87233231526136,16.031883548745725,1.0,5
174,uniform,24,4,4,5,125,148.6860121186508,287.84044876651564,303.87233231526136,16.031883548745725,1.0,5
174,uncertainty,24,1,10,5,129,239.58664450399834,291.3943356334839,303.87233231526136,12.477996681777483,1.0,5
174,portfolio_voi,24,2,8,5,125,261.45381873990596,287.84044876651564,303.87233231526136,16.031883548745725,1.0,5
175,no_followup,0,0,0,6,124,300.09060799232174,373.83964208361846,422.095222050179,48.25557996656056,1.0,6
175,uniform,24,4,4,6,121,314.8841748445654,401.30786200808615,422.095222050179,20.78736004209287,1.0,6
175,uncertainty,24,0,12,6,122,331.74899623675685,416.9913551125294,422.095222050179,5.103866937649627,1.0,6
175,portfolio_voi,24,4,4,6,112,357.67624878655374,395.77774820039235,422.095222050179,26.317473849786666,1.0,6
176,no_followup,0,0,0,5,118,173.0352226394553,219.7833880485128,372.0137671177838,152.230379069271,0.8,5
176,uniform,24,4,4,5,124,227.151002449964,320.2827924994422,372.0137671177838,51.73097461834158,1.0,5
176,uncertainty,24,0,12,5,126,260.10322647436544,259.132600214105,372.0137671177838,112.88116690367877,0.8,5
176,portfolio_voi,24,2,8,6,130,290.73611471439267,231.46108355698556,372.0137671177838,140.55268356079824,0.6666666666666666,5
177,no_followup,0,0,0,5,128,127.72520414403755,284.57022030222805,329.39829610843935,44.8280758062113,1.0,5
177,uniform,24,4,4,5,127,108.13403591949532,203.69236498482348,329.39829610843935,125.70593112361587,0.8,5
177,uncertainty,24,1,10,5,116,152.8531776109916,125.70797439434061,329.39829610843935,203.69032171409873,0.6,5
177,portfolio_voi,24,3,6,6,130,195.24662241053198,172.38088171618259,329.39829610843935,157.01741439225677,0.6666666666666666,5
178,no_followup,0,0,0,6,128,274.3363237074813,296.14885734643417,400.2327643413756,104.08390699494146,0.8333333333333334,6
178,uniform,24,4,4,6,128,272.06483079782197,296.14885734643417,400.2327643413756,104.08390699494146,0.8333333333333334,6
178,uncertainty,24,1,10,6,129,291.54490042846936,310.5405205986633,400.2327643413756,89.69224374271232,0.8333333333333334,6
178,portfolio_voi,24,2,8,5,118,292.17581313636407,334.7434302922775,400.2327643413756,65.48933404909815,1.0,6
179,no_followup,0,0,0,5,125,193.57462745553653,235.97197270811617,342.01893412819055,106.04696142007438,0.8,6
179,uniform,24,4,4,6,129,221.09507658176017,230.5935815692699,342.01893412819055,111.42535255892065,0.6666666666666666,6
179,uncertainty,24,1,10,5,126,259.1629321396994,244.94830940146812,342.01893412819055,97.07062472672243,0.8,6
179,portfolio_voi,24,2,8,6,129,263.22746356329475,230.5935815692699,342.01893412819055,111.42535255892065,0.6666666666666666,6
180,no_followup,0,0,0,6,122,255.3970798050341,257.55253660354157,449.5523003296307,191.99976372608916,0.6666666666666666,6
180,uniform,24,4,4,6,120,293.9443274858713,334.08744865591365,449.5523003296307,115.46485167371708,0.8333333333333334,6
180,uncertainty,24,0,12,6,128,303.0780254414946,398.2797662484297,449.5523003296307,51.272534081201,1.0,6
180,portfolio_voi,24,1,10,6,125,382.62289818039727,436.7247975651705,449.5523003296307,12.827502764460235,1.0,6
181,no_followup,0,0,0,6,128,232.88549487801143,237.58241897349131,438.81490679501985,201.23248782152854,0.6666666666666666,6
181,uniform,24,4,4,6,128,232.88549487801143,237.58241897349131,438.81490679501985,201.23248782152854,0.6666666666666666,6
181,uncertainty,24,0,12,6,130,331.36298299425624,323.1139532316909,438.81490679501985,115.70095356332894,0.8333333333333334,6
181,portfolio_voi,24,2,8,6,128,341.0914552447738,237.58241897349131,438.81490679501985,201.23248782152854,0.6666666666666666,6
182,no_followup,0,0,0,6,130,261.53236924594637,318.42105232256165,466.23266460276386,147.8116122802022,0.8333333333333334,6
182,uniform,24,4,4,6,130,265.72620877673165,318.42105232256165,466.23266460276386,147.8116122802022,0.8333333333333334,6
182,uncertainty,24,1,10,6,113,298.37302720942057,407.37442112289693,466.23266460276386,58.85824347986693,1.0,6
182,portfolio_voi,24,1,10,6,117,340.19806123846706,449.77573514743074,466.23266460276386,16.456929455333125,1.0,6
183,no_followup,0,0,0,6,130,195.0098249656059,127.98497085113947,325.9570890844251,197.97211823328564,0.6666666666666666,6
183,uniform,24,4,4,6,130,195.7081377928009,127.98497085113947,325.9570890844251,197.97211823328564,0.6666666666666666,6
183,uncertainty,24,1,10,6,129,190.14844020724846,250.1121680490973,325.9570890844251,75.84492103532779,1.0,6
183,portfolio_voi,24,3,6,6,130,177.479747599418,212.00785796706188,325.9570890844251,113.94923111736321,0.8333333333333334,6
184,no_followup,0,0,0,6,126,194.46480530404972,290.6893409230927,416.6180132387935,125.9286723157008,0.8333333333333334,6
184,uniform,24,4,4,6,127,198.73154685103677,243.52697903988167,416.6180132387935,173.0910341989118,0.8333333333333334,6
184,uncertainty,24,0,12,6,129,256.0636794495844,270.73619808609055,416.6180132387935,145.88181515270293,0.8333333333333334,6
184,portfolio_voi,24,2,8,6,130,310.54428174349283,307.454272681178,416.6180132387935,109.16374055761548,0.8333333333333334,6
185,no_followup,0,0,0,6,129,195.51873905317123,265.9485871996296,414.4575656169951,148.50897841736548,0.8333333333333334,6
185,uniform,24,4,4,6,129,195.51873905317123,265.9485871996296,414.4575656169951,148.50897841736548,0.8333333333333334,6
185,uncertainty,24,0,12,6,129,231.8442570347907,275.4486627491782,414.4575656169951,139.00890286781691,0.8333333333333334,6
185,portfolio_voi,24,1,10,6,119,266.9382538473503,349.7353100416338,414.4575656169951,64.72225557536132,1.0,6
186,no_followup,0,0,0,6,127,177.92324234162885,290.5038970135123,357.8869009478672,67.38300393435492,0.8333333333333334,6
186,uniform,24,4,4,6,127,176.55352967108476,345.67373202909687,357.8869009478672,12.21316891877035,1.0,6
186,uncertainty,24,0,12,5,121,241.87136929074734,217.94439194324326,357.8869009478672,139.94250900462396,0.8,6
186,portfolio_voi,24,3,6,5,121,241.87136929074734,217.94439194324326,357.8869009478672,139.94250900462396,0.8,6
187,no_followup,0,0,0,6,122,143.96179000117397,183.85156895821805,322.8582115782776,139.00664262005952,0.6666666666666666,6
187,uniform,24,4,4,6,122,150.92180919077452,183.85156895821805,322.8582115782776,139.00664262005952,0.6666666666666666,6
187,uncertainty,24,1,10,6,126,190.39910646726636,161.36125263448312,322.8582115782776,161.49695894379445,0.8333333333333334,6
187,portfolio_voi,24,3,6,6,126,199.7842674098749,178.22867581579337,322.8582115782776,144.6295357624842,0.8333333333333334,6
188,no_followup,0,0,0,6,120,150.13807045940547,314.58135574387427,345.8445354694468,31.263179725572513,1.0,6
188,uniform,24,4,4,6,120,172.52359314910206,314.58135574387427,345.8445354694468,31.263179725572513,1.0,6
188,uncertainty,24,1,10,6,128,182.3248217990348,312.45944337855383,345.8445354694468,33.385092090892954,1.0,6
188,portfolio_voi,24,3,6,6,127,223.47449069172325,245.12467158308453,345.8445354694468,100.71986388636225,0.8333333333333334,6
189,no_followup,0,0,0,5,122,205.30837883229046,361.1617186090949,361.1617186090949,0.0,1.0,5
189,uniform,24,4,4,5,121,235.01372455992615,349.0947674119668,361.1617186090949,12.066951197128105,1.0,5
189,uncertainty,24,2,8,5,120,269.7446658039574,338.6735159954745,361.1617186090949,22.488202613620444,1.0,5
189,portfolio_voi,24,4,4,5,119,317.33804167945004,354.121341923847,361.1617186090949,7.040376685247907,1.0,5
190,no_followup,0,0,0,6,122,262.9019561627997,327.93430982390896,423.11092887147703,95.17661904756807,0.8333333333333334,6
190,uniform,24,4,4,6,122,265.4207432505302,327.93430982390896,423.11092887147703,95.17661904756807,0.8333333333333334,6
190,uncertainty,24,1,10,6,127,298.77886110086445,285.1970816170809,423.11092887147703,137.9138472543961,0.8333333333333334,6
190,portfolio_voi,24,5,2,5,122,271.59213186722167,365.38412054318445,423.11092887147703,57.72680832829258,1.0,6
191,no_followup,0,0,0,5,130,186.85185565363196,118.19579257950365,267.91525801431226,149.71946543480863,0.6,5
191,uniform,24,4,4,5,130,198.04738282391378,118.19579257950365,267.91525801431226,149.71946543480863,0.6,5
191,uncertainty,24,0,12,6,129,239.33526635478734,95.80550343663907,267.91525801431226,172.1097545776732,0.5,5
191,portfolio_voi,24,2,8,6,129,234.3691015287426,95.80550343663907,267.91525801431226,172.1097545776732,0.5,5
192,no_followup,0,0,0,6,121,186.61939799335866,17.175922032869536,299.0976543753064,281.9217323424368,0.3333333333333333,5
192,uniform,24,4,4,6,127,218.11871008361499,96.52626919505069,299.0976543753064,202.57138518025567,0.5,5
192,uncertainty,24,1,10,6,121,208.24414644738135,17.175922032869536,299.0976543753064,281.9217323424368,0.3333333333333333,5
192,portfolio_voi,24,2,8,6,121,248.90844107480416,47.912874364129465,299.0976543753064,251.1847800111769,0.3333333333333333,5
