site,year,block,trial_id,formulation,dose_g_ai_ha,temperature_c,relative_humidity_pct,rainfall_mm_7d,spray_coverage_pct,n_insects,mortality_count,mortality_rate,true_mortality_probability
S02,2023,4,S02-2023-B4,A,10.0,24.813359924022397,62.41205297204298,23.55626537748745,57.94839311703113,60,34,0.5666666666666667,0.5052182994735416
S02,2023,4,S02-2023-B4,A,20.0,23.868134850432895,68.93859240606064,36.681941601471195,53.89430431128024,60,43,0.7166666666666667,0.7055433170726221
S02,2023,4,S02-2023-B4,A,40.0,25.24035218511513,61.87378922214835,41.56942086592396,47.67787556289525,60,52,0.8666666666666667,0.8427080756654481
S02,2023,4,S02-2023-B4,B,0.0,24.214867592878342,68.13417673583712,24.402606926369362,62.59122204480456,60,2,0.03333333333333333,0.03280359259366227
S02,2023,4,S02-2023-B4,B,2.5,23.407222935611493,62.45524998787744,34.43713796723608,51.38720224214012,60,5,0.08333333333333333,0.13605125681130692
S02,2023,4,S02-2023-B4,B,5.0,22.891638253164135,68.15255005052833,30.89365887263785,51.337658883428716,60,16,0.26666666666666666,0.30811022428219953
S02,2023,4,S02-2023-B4,B,10.0,25.079257756815704,66.64557756261584,21.980889902129046,77.25587369374313,60,42,0.7,0.6806906364328027
S02,2023,4,S02-2023-B4,B,20.0,22.615663009441782,72.49565519030398,29.737076104140016,71.38666196433003,60,47,0.7833333333333333,0.8297916688941821
S02,2023,4,S02-2023-B4,B,40.0,24.81059195272611,67.96779933927579,22.14257971702315,56.055466980420206,60,53,0.8833333333333333,0.9102345338685729
S02,2024,1,S02-2024-B1,A,0.0,22.46675925596863,65.87549817665479,25.80752074243995,50.045964305191774,60,5,0.08333333333333333,0.026505541157789723
S02,2024,1,S02-2024-B1,A,2.5,22.084354121083784,67.75034015357255,26.427843274683944,49.86092300973927,60,5,0.08333333333333333,0.10038665333102491
S02,2024,1,S02-2024-B1,A,5.0,25.814011754420598,67.77921560612197,22.984746979670568,64.84065448561634,60,13,0.21666666666666667,0.2817433061828262
S02,2024,1,S02-2024-B1,A,10.0,26.61469973344225,65.30764587413343,26.673030337244946,62.985108410484585,60,29,0.48333333333333334,0.5115281151237299
S02,2024,1,S02-2024-B1,A,20.0,23.623112747023217,69.29256115401255,22.21400364579621,50.70319940237913,60,42,0.7,0.7235560942437691
S02,2024,1,S02-2024-B1,A,40.0,24.62224323238401,57.73419571582291,21.843493325908202,61.97642352303341,60,53,0.8833333333333333,0.8896657358266948
S02,2024,1,S02-2024-B1,B,0.0,26.695243126419598,68.37506214644294,23.31461006438014,75.23058720241495,60,3,0.05,0.03980581342592656
S02,2024,1,S02-2024-B1,B,2.5,22.772025267712454,66.90241942685641,27.410163396661208,52.419221692238594,60,13,0.21666666666666667,0.1444077853644032
S02,2024,1,S02-2024-B1,B,5.0,25.845963897594434,60.706598497090475,26.263586386195684,65.43096527539848,60,19,0.31666666666666665,0.36849510641598937
S02,2024,1,S02-2024-B1,B,10.0,25.46951340730418,65.94648056414296,33.07120764351461,69.43283752824458,60,38,0.6333333333333333,0.6275001007098663
S02,2024,1,S02-2024-B1,B,20.0,23.91254333175277,62.22656986641294,22.034834815551534,54.52533971004917,60,48,0.8,0.8063160199143319
S02,2024,1,S02-2024-B1,B,40.0,21.4129196537344,67.29965098679762,23.83177593441935,58.7252895482469,60,55,0.9166666666666666,0.9067724343287887
S02,2024,2,S02-2024-B2,A,0.0,22.928818186942134,65.01888070661764,34.45628111813219,37.1486524673206,60,2,0.03333333333333333,0.020375262600968815
S02,2024,2,S02-2024-B2,A,2.5,22.837992411398847,67.20504349071722,20.826975231291655,56.654361670886956,60,7,0.11666666666666667,0.11754443935321629
S02,2024,2,S02-2024-B2,A,5.0,22.800921827516365,70.68088567349787,23.520185154603507,46.863386938447945,60,14,0.23333333333333334,0.22588215940288175
S02,2024,2,S02-2024-B2,A,10.0,25.561113275655188,78.29071324757373,24.587139933586688,53.17788378325225,60,24,0.4,0.48284004316394996
S02,2024,2,S02-2024-B2,A,20.0,24.489507189439475,64.29460924677116,28.697715402818304,56.2070220107943,60,47,0.7833333333333333,0.728705840204302
S02,2024,2,S02-2024-B2,A,40.0,25.07981185930749,73.34528460504185,29.75404325971048,40.13689508126844,60,50,0.8333333333333334,0.8430785163050121
S02,2024,2,S02-2024-B2,B,0.0,24.790922675525646,68.84595327341628,38.43202030550316,55.68038571339749,60,0,0.0,0.02625229007513486
S02,2024,2,S02-2024-B2,B,2.5,25.19685350266022,63.65233399809617,34.26595022424018,61.53543832343897,60,10,0.16666666666666666,0.1562575408609023
S02,2024,2,S02-2024-B2,B,5.0,20.314926565226905,63.13047459236793,28.308605010732258,60.53467831341325,60,13,0.21666666666666667,0.3232788485229692
S02,2024,2,S02-2024-B2,B,10.0,25.814655392734853,69.2901661049928,34.36096781416689,62.22147133019356,60,32,0.5333333333333333,0.5982606099127585
S02,2024,2,S02-2024-B2,B,20.0,23.712761548068922,59.57020420718834,32.22824391452362,65.76274423420176,60,54,0.9,0.8161537221788779
S02,2024,2,S02-2024-B2,B,40.0,22.309761291974553,75.58844268012335,25.014055109072153,67.1473532570656,60,52,0.8666666666666667,0.918152447592622
S02,2024,3,S02-2024-B3,A,0.0,22.676470335871812,65.14331655621936,30.188883583265596,59.375241155312025,60,1,0.016666666666666666,0.029246285973365243
S02,2024,3,S02-2024-B3,A,2.5,22.590669955172874,70.75157769447512,34.50734799530966,65.30577074353229,60,2,0.03333333333333333,0.1162349651261695
S02,2024,3,S02-2024-B3,A,5.0,23.71111285842654,62.835902906421715,28.004377029981196,50.39705269418959,60,10,0.16666666666666666,0.23011286418819693
S02,2024,3,S02-2024-B3,A,10.0,27.710104024031644,65.92013755088249,22.966868925090292,47.26518166739488,60,26,0.43333333333333335,0.45603788990462635
S02,2024,3,S02-2024-B3,A,20.0,23.968331297056167,68.97333536996955,25.27617781389077,56.9596187493204,60,48,0.8,0.7368290492353886
S02,2024,3,S02-2024-B3,A,40.0,23.92672181328753,71.19589383353605,29.658280406100182,57.75176016377155,60,52,0.8666666666666667,0.8744364196642886
S02,2024,3,S02-2024-B3,B,0.0,26.386182677403202,63.70852672512737,20.85223661046905,70.25276192982386,60,1,0.016666666666666666,0.03811069282438853
S02,2024,3,S02-2024-B3,B,2.5,24.504342616502793,72.16838227317791,24.33714340838008,48.542033252249674,60,12,0.2,0.14393439753771375
S02,2024,3,S02-2024-B3,B,5.0,23.863052103632345,68.82445135210148,24.14883570393751,53.53495223724719,60,26,0.43333333333333335,0.3320659325851473
S02,2024,3,S02-2024-B3,B,10.0,23.567487628423805,69.45725652807234,25.99495884414235,64.55311182815848,60,36,0.6,0.6247866472623382
S02,2024,3,S02-2024-B3,B,20.0,23.667338026861884,61.569705785035474,25.502803262287905,59.33359400961296,60,54,0.9,0.8116435194915963
S02,2024,3,S02-2024-B3,B,40.0,26.438665107847235,68.83649881356821,31.288174571123037,55.82132600996766,60,55,0.9166666666666666,0.9012072982247148
S02,2024,4,S02-2024-B4,A,0.0,26.235130346814206,68.19905755619915,44.74186531404118,51.30450041907545,60,1,0.016666666666666666,0.022987588475136506
S02,2024,4,S02-2024-B4,A,2.5,24.52365429387249,72.18793899536666,34.06133013020442,53.251052492694335,60,6,0.1,0.10183057739575468
S02,2024,4,S02-2024-B4,A,5.0,24.46103818274074,70.14723086583307,26.754740906139425,52.689794778596756,60,14,0.23333333333333334,0.23977147781742048
S02,2024,4,S02-2024-B4,A,10.0,25.30103352704179,73.57278178567316,22.39581488372595,42.891822478185624,60,25,0.4166666666666667,0.45018497981781735
S02,2024,4,S02-2024-B4,A,20.0,24.017457400500284,67.30921388541476,27.979726160230854,49.545172986364065,60,44,0.7333333333333333,0.7092603902153429
S02,2024,4,S02-2024-B4,A,40.0,25.426977290530736,68.75953570351932,22.793766457839148,57.9837570038006,60,54,0.9,0.8826471713492523
S02,2024,4,S02-2024-B4,B,0.0,23.426220823233585,63.34938118984225,22.645912307658726,55.92852258852748,60,3,0.05,0.030354633631319156
S02,2024,4,S02-2024-B4,B,2.5,22.810541117434447,72.4548250979341,33.186844855070845,62.430821071676824,60,8,0.13333333333333333,0.1563164697665949
S02,2024,4,S02-2024-B4,B,5.0,23.54030708874638,65.29870381776539,27.891725508107204,57.99860965568102,60,24,0.4,0.33770905177050614
S02,2024,4,S02-2024-B4,B,10.0,25.520624634437294,66.48139802475372,28.077402805380284,60.10593537713538,60,39,0.65,0.6061813189007125
S02,2024,4,S02-2024-B4,B,20.0,24.022441767200835,71.15012562982939,24.34438154324076,60.99687585390655,60,48,0.8,0.8177772534169896
S02,2024,4,S02-2024-B4,B,40.0,24.13854166764572,73.88376920492387,24.377503882458914,60.97678235412168,60,52,0.8666666666666667,0.9140239778357659
S02,2025,1,S02-2025-B1,A,0.0,22.81467089040319,66.90715955157437,34.80759917519471,51.31636623605853,60,1,0.016666666666666666,0.024863873176714076
S02,2025,1,S02-2025-B1,A,2.5,23.94091796816382,68.27342473214456,32.086585147191485,45.07566815998748,60,6,0.1,0.09248363885679223
S02,2025,1,S02-2025-B1,A,5.0,25.806941990804688,67.87616361485466,40.73042250752425,64.51790079744883,60,16,0.26666666666666666,0.24662773064108823
S02,2025,1,S02-2025-B1,A,10.0,25.480608898208402,70.1899372275373,31.59144036137772,41.680301415218764,60,23,0.38333333333333336,0.4233131516581529
S02,2025,1,S02-2025-B1,A,20.0,21.73984189424311,63.82562808135653,25.801228451215902,53.43512238883344,60,48,0.8,0.7160527497102487
S02,2025,1,S02-2025-B1,A,40.0,23.688166394487013,67.51483159917548,24.853671440390688,62.185576824548775,60,43,0.7166666666666667,0.8862611091963629
S02,2025,1,S02-2025-B1,B,0.0,23.731771288008,64.85530521740249,32.32271330171091,63.71746828848205,60,6,0.1,0.030994530009937286
S02,2025,1,S02-2025-B1,B,2.5,22.39341669796449,67.63952733164886,25.7553440985082,59.624393748267074,60,7,0.11666666666666667,0.1594115449987709
S02,2025,1,S02-2025-B1,B,5.0,22.903310842405713,67.53174531043808,27.891265432689288,63.06085598130618,60,16,0.26666666666666666,0.3526530839481594
S02,2025,1,S02-2025-B1,B,10.0,22.67196442208527,72.0552536980433,22.4301927660756,55.4352426371769,60,37,0.6166666666666667,0.5971217067201068
S02,2025,1,S02-2025-B1,B,20.0,22.5843598300763,62.040277873535324,32.826523061703035,65.90635510238297,60,55,0.9166666666666666,0.8125880413416237
S02,2025,1,S02-2025-B1,B,40.0,23.36521189770859,66.19095761975646,32.2540002245984,57.50469306329196,60,55,0.9166666666666666,0.9023366010171685
S02,2025,2,S02-2025-B2,A,0.0,24.457259181479987,64.11501570692195,32.134373955159305,52.568820079893555,60,2,0.03333333333333333,0.026564995519650123
S02,2025,2,S02-2025-B2,A,2.5,23.614663561702578,65.57741370626698,44.85207997632098,42.42471398821196,60,6,0.1,0.07906736967069983
S02,2025,2,S02-2025-B2,A,5.0,23.51691050060841,63.9995679281778,30.813429190114928,47.9941312239296,60,13,0.21666666666666667,0.21872566828683987
S02,2025,2,S02-2025-B2,A,10.0,22.503306136041523,64.10671676659616,27.594160833432746,47.970949707967804,60,30,0.5,0.44896160038172717
S02,2025,2,S02-2025-B2,A,20.0,24.224466493543204,72.94810001886952,39.01425138885244,55.404505902776854,60,44,0.7333333333333333,0.7052680764050211
S02,2025,2,S02-2025-B2,A,40.0,23.93950036556706,67.83327897325191,26.43000366859655,52.5162899392495,60,55,0.9166666666666666,0.8693569308862495
S02,2025,2,S02-2025-B2,B,0.0,26.362292023642354,72.66652034501897,34.42192086330127,55.229715621564594,60,1,0.016666666666666666,0.026804764534211177
S02,2025,2,S02-2025-B2,B,2.5,24.015162331277743,65.32331142770222,40.916311059397145,64.45737659509876,60,7,0.11666666666666667,0.15282600232759522
S02,2025,2,S02-2025-B2,B,5.0,22.911987534317266,68.00842947136245,23.122529715259464,63.10370323817782,60,24,0.4,0.3638052752703856
S02,2025,2,S02-2025-B2,B,10.0,24.058177674989512,63.98402193924334,32.255970692586175,62.039334345541114,60,32,0.5333333333333333,0.6027540533790522
S02,2025,2,S02-2025-B2,B,20.0,23.099026650850455,66.15588234771191,23.312811640281723,72.8341165016642,60,50,0.8333333333333334,0.8425170511419482
S02,2025,2,S02-2025-B2,B,40.0,24.73304684975075,66.86219842495763,31.14336781035876,49.93500686150171,60,56,0.9333333333333333,0.8941668063210243
S02,2025,3,S02-2025-B3,A,0.0,22.382091279846517,63.314547472234985,24.140000387548177,59.75749199650785,60,3,0.05,0.03088067256150201
S02,2025,3,S02-2025-B3,A,2.5,23.27646167709322,64.95301815867094,29.75478856320374,54.13167994490869,60,8,0.13333333333333333,0.10585796946076101
S02,2025,3,S02-2025-B3,A,5.0,24.66380969042212,70.12208431868363,24.87840620495683,61.09159965671859,60,12,0.2,0.2675941863401141
S02,2025,3,S02-2025-B3,A,10.0,22.952115343385987,65.27152814570523,28.71192124572368,53.377234416275215,60,31,0.5166666666666667,0.46885232925686665
S02,2025,3,S02-2025-B3,A,20.0,24.030262198777745,70.59240376579788,21.375399700661347,45.57070223322576,60,38,0.6333333333333333,0.7108875479591074
S02,2025,3,S02-2025-B3,A,40.0,25.05710318259344,68.71448253516377,28.71272634488259,64.45835784853425,60,57,0.95,0.8866726796173428
S02,2025,3,S02-2025-B3,B,0.0,25.354945807900915,63.52579102994011,35.42351173858465,59.949779508547074,60,2,0.03333333333333333,0.02867680235468157
S02,2025,3,S02-2025-B3,B,2.5,24.0040372437719,72.92698946764558,38.00086225455239,46.61535624864018,60,12,0.2,0.12442343355723838
S02,2025,3,S02-2025-B3,B,5.0,26.86281580083321,68.26798287835808,25.12448390840453,54.22861564685311,60,19,0.31666666666666665,0.3301330821779079
S02,2025,3,S02-2025-B3,B,10.0,23.721864563248513,66.5292911452103,34.97644078808753,66.48238358118631,60,35,0.5833333333333334,0.611271883908473
S02,2025,3,S02-2025-B3,B,20.0,25.693010187005523,70.57110507332582,27.698770240253207,56.81579215364597,60,47,0.7833333333333333,0.8035465233480696
S02,2025,3,S02-2025-B3,B,40.0,22.9431947262064,67.6954134513021,28.865906373043238,57.47878290898125,60,53,0.8833333333333333,0.9045783530767536
S02,2025,4,S02-2025-B4,A,0.0,24.797978786022362,61.60451918405967,24.326103905798007,56.394569544621746,60,4,0.06666666666666667,0.030339399015965517
S02,2025,4,S02-2025-B4,A,2.5,23.230013971117454,66.86967268004906,37.3303675036871,50.452527423797,60,3,0.05,0.09401905863006885
S02,2025,4,S02-2025-B4,A,5.0,25.323995410835813,65.90000872698523,28.584449173115114,43.880269201533665,60,10,0.16666666666666666,0.21381965614656367
S02,2025,4,S02-2025-B4,A,10.0,22.316420404605637,69.34781065220054,28.28119477452021,59.82647731239547,60,31,0.5166666666666667,0.4903149222453608
S02,2025,4,S02-2025-B4,A,20.0,24.57598321672727,67.14611079722862,22.29092947349612,58.950883489666026,60,46,0.7666666666666667,0.7493312816233557
S02,2025,4,S02-2025-B4,A,40.0,26.1371558572623,64.72268113395273,26.908365205686557,60.100995942420084,60,58,0.9666666666666667,0.881156682661093
S02,2025,4,S02-2025-B4,B,0.0,25.047035146244568,66.15179784293947,33.40887547867272,47.049000283312964,60,0,0.0,0.0242375235031862
S02,2025,4,S02-2025-B4,B,2.5,23.97185212501473,71.7732792703181,26.910116506994513,57.11342877234672,60,11,0.18333333333333332,0.15668022736625095
S02,2025,4,S02-2025-B4,B,5.0,24.027696807361007,63.874949358455005,32.607313934149545,61.80871864423929,60,26,0.43333333333333335,0.3416192903290937
S02,2025,4,S02-2025-B4,B,10.0,23.857481074595274,67.29961794808865,28.774832298962643,59.99059068299289,60,36,0.6,0.6032301162186909
S02,2025,4,S02-2025-B4,B,20.0,23.910618727710357,64.47602560996772,24.537793296177682,57.515516531687254,60,51,0.85,0.8095644598942153
S02,2025,4,S02-2025-B4,B,40.0,21.95928475026031,64.45472502330189,26.365479945675776,66.97668816878374,60,52,0.8666666666666667,0.9161813511481858
S03,2023,1,S03-2023-B1,A,0.0,20.91050088668507,73.30771341898702,24.788847592639428,59.93938799193614,60,0,0.0,0.012045394265402175
S03,2023,1,S03-2023-B1,A,2.5,20.554225636236424,72.60076586831102,27.140122839330388,64.04930137412067,60,3,0.05,0.09247793518803271
S03,2023,1,S03-2023-B1,A,5.0,23.46087726557762,72.0463284288266,36.7306102352998,50.68345101305709,60,12,0.2,0.1895553715940281
S03,2023,1,S03-2023-B1,A,10.0,20.50496582408962,70.25615263684595,36.975067908022154,50.14919026563911,60,21,0.35,0.37994999368406573
S03,2023,1,S03-2023-B1,A,20.0,19.753205235270833,74.83534745864833,25.10002793568784,56.73132809600592,60,44,0.7333333333333333,0.6633809746836634
S03,2023,1,S03-2023-B1,A,40.0,18.846651116014822,70.52426826373882,29.99673208231028,56.26991734974756,60,49,0.8166666666666667,0.7948866546504728
S03,2023,1,S03-2023-B1,B,0.0,21.693628987599546,67.52643979719461,30.282615799998702,60.56336637918073,60,0,0.0,0.011849225085491608
S03,2023,1,S03-2023-B1,B,2.5,22.70316671824364,73.79587808684788,26.346068069927483,66.6050669252443,60,8,0.13333333333333333,0.14757995271860583
S03,2023,1,S03-2023-B1,B,5.0,22.265863966689963,68.51099812989075,26.386688045641296,46.344200512583484,60,15,0.25,0.2673136969407372
S03,2023,1,S03-2023-B1,B,10.0,20.92178105511645,66.61618353836542,47.421375712242266,58.94679699052932,60,27,0.45,0.4924825505949632
S03,2023,1,S03-2023-B1,B,20.0,21.57266898733329,74.518771093882,23.70940574077636,56.57922910362651,60,42,0.7,0.7536086282884201
S03,2023,1,S03-2023-B1,B,40.0,23.006585596680043,70.45738612363823,28.081239540412184,60.465138495567466,60,50,0.8333333333333334,0.8626632412911968
S03,2023,2,S03-2023-B2,A,0.0,21.916327391176935,71.80355100916638,27.678735778566022,52.91587320490216,60,0,0.0,0.010931325993614413
S03,2023,2,S03-2023-B2,A,2.5,21.637268591447995,68.3948563857318,31.37564019069141,56.252462110438984,60,2,0.03333333333333333,0.08311393583028695
S03,2023,2,S03-2023-B2,A,5.0,22.9811242201998,71.57369881402644,26.24194794863976,49.127400470436726,60,7,0.11666666666666667,0.20102654166554482
S03,2023,2,S03-2023-B2,A,10.0,21.839282449753025,75.04206260520388,25.910181350588967,61.1144422188623,60,28,0.4666666666666667,0.45920169538713435
S03,2023,2,S03-2023-B2,A,20.0,25.228699330809192,65.16967040975725,26.964569879544857,47.308356592025284,60,31,0.5166666666666667,0.6583141301326638
S03,2023,2,S03-2023-B2,A,40.0,24.807798525307074,66.32053784274315,24.401935853948036,50.97063932830247,60,51,0.85,0.8205722582191216
S03,2023,2,S03-2023-B2,B,0.0,22.155852438611852,68.3757441960827,45.50560512708836,54.08907299825233,60,0,0.0,0.009389749569391809
S03,2023,2,S03-2023-B2,B,2.5,22.198336890800235,72.05344350474041,29.9829849286849,73.89192108001646,60,12,0.2,0.15529708066334663
S03,2023,2,S03-2023-B2,B,5.0,21.632434597886174,70.85493918393406,41.62964453188322,64.59979464913205,60,17,0.2833333333333333,0.28777490307982706
S03,2023,2,S03-2023-B2,B,10.0,21.9887451915297,72.89838325479579,23.546931236551178,71.25950205969461,60,37,0.6166666666666667,0.6061563679925784
S03,2023,2,S03-2023-B2,B,20.0,23.490469143709262,69.18095608923495,31.21561109600043,60.41363728702052,60,47,0.7833333333333333,0.7590989008019354
S03,2023,2,S03-2023-B2,B,40.0,22.46059646322421,72.33206563204192,26.484699557885538,56.47087032383044,60,56,0.9333333333333333,0.8558530498632823
S03,2023,3,S03-2023-B3,A,0.0,24.453610994297524,66.01345779408051,27.55982305320948,62.817677642361744,60,1,0.016666666666666666,0.013263822600605444
S03,2023,3,S03-2023-B3,A,2.5,23.373878448595296,63.65100104055809,29.26042513801419,47.3620714950705,60,4,0.06666666666666667,0.07801296855859402
S03,2023,3,S03-2023-B3,A,5.0,25.954829300588017,66.8014842525479,33.212399015251414,51.64823667594726,60,11,0.18333333333333332,0.19845767182211996
S03,2023,3,S03-2023-B3,A,10.0,22.24948149265605,69.40585442298854,35.885942810853926,44.30955338084466,60,21,0.35,0.37677395130313773
S03,2023,3,S03-2023-B3,A,20.0,21.083809696597626,71.59477448783616,26.562196884824072,44.808372691745966,60,33,0.55,0.6331822509795203
S03,2023,3,S03-2023-B3,A,40.0,23.63940973639302,70.5238215115782,33.86286639053439,61.13524726262649,60,50,0.8333333333333334,0.8276435556407766
S03,2023,3,S03-2023-B3,B,0.0,23.14362683757079,68.55870754164123,25.41266045044555,57.185801881712855,60,2,0.03333333333333333,0.012271760203448372
S03,2023,3,S03-2023-B3,B,2.5,23.396183943915073,71.54785303200487,35.49533132051267,70.69720286334763,60,6,0.1,0.14550454693401604
S03,2023,3,S03-2023-B3,B,5.0,22.076949268056325,70.53514905938242,40.30474935068707,56.9443604054976,60,15,0.25,0.2701588818496744
S03,2023,3,S03-2023-B3,B,10.0,22.515904627292386,65.18141568116656,35.257314339613735,43.90072188743639,60,27,0.45,0.4795571832197831
S03,2023,3,S03-2023-B3,B,20.0,22.99826343270493,69.98790449875813,26.34988893081445,53.08763954738586,60,49,0.8166666666666667,0.7460909782326648
S03,2023,3,S03-2023-B3,B,40.0,20.410120788009674,72.34075573385417,23.73179365858082,57.03498460083957,60,48,0.8,0.8512152106791064
S03,2023,4,S03-2023-B4,A,0.0,24.54765252672558,70.12189013396781,30.33000461785325,52.54028499491741,60,2,0.03333333333333333,0.011087850132835139
S03,2023,4,S03-2023-B4,A,2.5,24.728348401079483,69.56888099703495,33.339772924318105,67.24083332408982,60,4,0.06666666666666667,0.09980296739224076
S03,2023,4,S03-2023-B4,A,5.0,20.512357836579962,68.09198075454204,25.331415385816726,47.94498186182686,60,10,0.16666666666666666,0.18711943391603944
S03,2023,4,S03-2023-B4,A,10.0,21.23679185819726,72.53210148339122,23.655013452743802,63.71988465756778,60,33,0.55,0.4693431194171378
S03,2023,4,S03-2023-B4,A,20.0,21.839952791306825,72.49125492317806,37.52862284862269,51.17559211857693,60,34,0.5666666666666667,0.6361031856384389
S03,2023,4,S03-2023-B4,A,40.0,21.573179610659242,68.11255941322977,31.536544397188106,44.463682502274324,60,45,0.75,0.7846119835565526
S03,2023,4,S03-2023-B4,B,0.0,21.310198556438603,67.71157296629232,29.74384312135098,77.91716439898906,60,0,0.0,0.015197789190757855
S03,2023,4,S03-2023-B4,B,2.5,21.42623472364386,71.49454235604011,36.0475606875861,58.32642980938621,60,2,0.03333333333333333,0.11790863482410024
S03,2023,4,S03-2023-B4,B,5.0,20.198402364297063,75.12669810706784,23.161446487184072,56.57468250633697,60,14,0.23333333333333334,0.2889509759205392
S03,2023,4,S03-2023-B4,B,10.0,21.805652667805667,68.64067977029025,23.636524894990842,41.04506359546373,60,35,0.5833333333333334,0.49284811731194855
S03,2023,4,S03-2023-B4,B,20.0,22.409074734017484,64.15518319656786,29.509213232456784,57.44476468457229,60,47,0.7833333333333333,0.7499049535447659
S03,2023,4,S03-2023-B4,B,40.0,22.387369848434265,76.3365064272133,30.63680024355164,64.76035834473731,60,49,0.8166666666666667,0.8655532174080584
S03,2024,1,S03-2024-B1,A,0.0,23.671276591686905,70.77485727775543,33.01823141447066,52.23751001821407,60,1,0.016666666666666666,0.010788511855579757
S03,2024,1,S03-2024-B1,A,2.5,24.315094094693066,67.18283213511198,26.954061040995356,51.66645368873163,60,3,0.05,0.08500753771927134
S03,2024,1,S03-2024-B1,A,5.0,25.775565400363764,75.63788770120324,25.970098980697134,53.68112793235494,60,13,0.21666666666666667,0.21454799063901028
S03,2024,1,S03-2024-B1,A,10.0,24.127295827546348,66.74215731008512,26.55149603677059,60.04339255889512,60,30,0.5,0.46362933007282336
S03,2024,1,S03-2024-B1,A,20.0,21.07179706280211,70.12187321159577,24.507586695964854,60.90746739307428,60,46,0.7666666666666667,0.6907916849859626
S03,2024,1,S03-2024-B1,A,40.0,23.00075849383205,72.93478382415333,40.052981820678156,49.660004076576094,60,41,0.6833333333333333,0.7900338417099705
S03,2024,1,S03-2024-B1,B,0.0,23.822951896342634,75.87690104954575,23.446715353806745,55.63575691543669,60,0,0.0,0.012495195941295901
S03,2024,1,S03-2024-B1,B,2.5,23.306383833675003,69.71532289545823,32.71913667953964,68.2909827956808,60,9,0.15,0.14358267072636277
S03,2024,1,S03-2024-B1,B,5.0,24.853890582512477,76.6974293965903,25.88785095532986,60.88700394751908,60,16,0.26666666666666666,0.3199172406438185
S03,2024,1,S03-2024-B1,B,10.0,20.278824468637044,72.48572233817514,30.1077583192393,71.63311794350821,60,37,0.6166666666666667,0.5744073111871768
S03,2024,1,S03-2024-B1,B,20.0,23.14882549571545,66.28345712602018,25.991648542509918,51.461720490515816,60,45,0.75,0.7422892177160668
S03,2024,1,S03-2024-B1,B,40.0,23.090304890964948,74.45340389101308,30.849351283495594,50.4829719323879,60,47,0.7833333333333333,0.8408894922381432
S03,2024,2,S03-2024-B2,A,0.0,20.670990736633016,69.22208607900768,26.300214097270526,58.25417356120799,60,0,0.0,0.011590970170715137
S03,2024,2,S03-2024-B2,A,2.5,21.086412476219866,72.93207388427315,31.051835348080147,49.869989239773915,60,4,0.06666666666666667,0.07458271605109755
S03,2024,2,S03-2024-B2,A,5.0,22.586343822300627,66.07244113418824,32.588666675765026,45.24547100304399,60,13,0.21666666666666667,0.179967511390397
S03,2024,2,S03-2024-B2,A,10.0,23.086472867562087,69.91332692021427,26.969631852570117,50.85983337987167,60,22,0.36666666666666664,0.42502594388610176
S03,2024,2,S03-2024-B2,A,20.0,22.342702331673763,73.60146179811156,23.479269910965844,43.9285482151521,60,40,0.6666666666666666,0.645946858360069
S03,2024,2,S03-2024-B2,A,40.0,21.750330383191514,72.49866600232517,24.797339239109057,49.579949145130996,60,43,0.7166666666666667,0.8090220331541681
S03,2024,2,S03-2024-B2,B,0.0,21.666275539479155,72.43361135951679,28.029852158454553,61.140551892938134,60,1,0.016666666666666666,0.01234919961398488
S03,2024,2,S03-2024-B2,B,2.5,21.20806800469101,68.08238512488296,24.5661779699024,56.12630428483763,60,8,0.13333333333333333,0.12517189392052627
S03,2024,2,S03-2024-B2,B,5.0,21.80869950423715,63.86112803398173,26.727579632806364,51.64804835604407,60,13,0.21666666666666667,0.2784930249807953
S03,2024,2,S03-2024-B2,B,10.0,23.463831407579292,63.86147111652619,27.258604311511675,65.92227902966107,60,40,0.6666666666666666,0.5847572136923664
S03,2024,2,S03-2024-B2,B,20.0,19.25468795175422,65.64027709662942,28.798381072615356,57.659799910984205,60,49,0.8166666666666667,0.7260943060106325
S03,2024,2,S03-2024-B2,B,40.0,20.046698017547943,72.49595644889564,31.500916275319383,67.9166535192734,60,49,0.8166666666666667,0.86001439372766
S03,2024,3,S03-2024-B3,A,0.0,21.86460570843144,68.56409314212758,38.517343575228686,40.67470398360331,60,1,0.016666666666666666,0.008266973467954691
S03,2024,3,S03-2024-B3,A,2.5,20.223255314465373,70.20480038610297,26.93658339234866,60.20322143230595,60,7,0.11666666666666667,0.08629859016335736
S03,2024,3,S03-2024-B3,A,5.0,21.89039820964609,78.12999838684725,29.023516945057498,48.62998681462763,60,8,0.13333333333333333,0.1900988784023921
S03,2024,3,S03-2024-B3,A,10.0,22.70093445286458,74.13499820727222,39.545157023286734,49.70181250010424,60,23,0.38333333333333336,0.3885477356571455
S03,2024,3,S03-2024-B3,A,20.0,23.015319874119918,68.89014833390675,37.40328735216451,60.30991595505236,60,38,0.6333333333333333,0.6733469087878396
S03,2024,3,S03-2024-B3,A,40.0,24.311691421325264,65.4847581489619,27.20785438771361,55.91114234410942,60,52,0.8666666666666667,0.8270644658370224
S03,2024,3,S03-2024-B3,B,0.0,20.771283467277446,72.79611052388522,26.68932785011233,65.6683253600774,60,1,0.016666666666666666,0.012941913701323212
